Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0000,0,0.0000,4,100.1667,0.0000,0.0500,0.0000,0.0,5,1,8,1,11,3,0,0
0,0.0000,0,0.0000,6,77.0000,0.0000,0.0167,0.0000,0.6,5,2,2,2,4,3,0,0
1,7.0000,0,0.0000,15,421.5000,0.0000,0.0333,0.0000,0.6,5,3,2,1,3,3,0,0
0,0.0000,0,0.0000,70,1453.9000,0.0101,0.0208,0.0000,0.4,5,2,6,7,3,3,0,0
1,28.0000,0,0.0000,12,408.5000,0.0000,0.0182,0.0000,0.0,5,1,8,3,3,3,1,0
2,1172.0000,0,0.0000,24,1244.0667,0.0080,0.0280,0.0000,0.0,5,1,8,2,6,3,0,0
5,200.5000,0,0.0000,49,837.4167,0.0000,0.0083,28.1628,0.0,5,2,2,1,3,2,0,1
5,237.2500,0,0.0000,12,454.2262,0.0118,0.0426,0.0000,0.0,5,1,1,8,3,3,1,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,3,2,3,2,3,1,0
7,221.0000,0,0.0000,27,1753.5833,0.0000,0.0131,0.0000,0.2,5,1,1,1,3,3,0,0
13,611.0471,7,393.3250,34,1352.8165,0.0094,0.0340,5.8162,0.0,5,2,2,6,2,3,0,0
0,0.0000,0,0.0000,6,332.0000,0.0000,0.0333,0.0000,0.0,5,2,5,4,11,3,0,0
0,0.0000,0,0.0000,26,1380.8333,0.0000,0.0181,0.0000,0.0,5,2,6,4,13,3,0,0
0,0.0000,0,0.0000,23,684.5000,0.0217,0.0449,0.0000,0.8,5,2,2,2,6,3,0,0
0,0.0000,3,103.1667,21,1586.3333,0.0167,0.0333,0.0000,0.0,5,2,2,1,2,3,0,0
0,0.0000,0,0.0000,15,575.6667,0.0433,0.0444,0.0000,0.0,5,2,2,2,2,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,2,13,3,0,0
1,4.0000,0,0.0000,14,1319.8333,0.0000,0.0122,0.0000,0.0,5,2,2,1,5,3,0,0
0,0.0000,0,0.0000,21,979.0167,0.0000,0.0210,0.0000,0.0,5,2,2,1,4,3,0,0
1,17.0000,4,32.0000,11,948.0000,0.0133,0.0167,25.4840,0.6,5,2,2,1,6,3,0,1
8,224.0000,0,0.0000,16,315.2500,0.0000,0.0111,0.0000,0.0,5,3,2,1,5,2,0,0
1,3.0000,0,0.0000,11,549.3333,0.0000,0.0050,0.0000,0.0,5,4,2,1,3,3,0,0
0,0.0000,0,0.0000,7,304.3333,0.0000,0.0333,0.0000,0.0,5,1,1,1,2,2,1,0
1,14.0000,1,19.0000,49,1527.5833,0.0078,0.0176,8.9268,0.0,5,2,2,9,3,3,0,1
0,0.0000,0,0.0000,8,856.4167,0.0000,0.0286,44.5611,0.6,5,2,4,9,5,3,0,1
0,0.0000,2,24.0000,15,1075.5000,0.0000,0.0133,0.0000,0.0,5,6,2,4,2,3,1,0
0,0.0000,0,0.0000,9,368.5000,0.0000,0.0083,0.0000,0.0,5,2,2,4,1,3,0,0
0,0.0000,0,0.0000,3,12.0000,0.0667,0.1333,0.0000,0.0,5,2,4,3,6,3,0,0
10,586.6480,3,263.6667,41,1919.2452,0.0149,0.0317,3.4854,0.0,5,1,1,8,6,3,1,0
3,14.0000,0,0.0000,154,4712.7693,0.0013,0.0143,3.8904,0.0,5,2,5,6,3,3,0,0
0,0.0000,0,0.0000,11,482.6667,0.0000,0.0200,22.7380,0.0,5,1,1,6,2,2,0,1
10,363.3333,0,0.0000,59,2012.9008,0.0015,0.0114,54.6571,0.0,5,1,5,1,4,3,0,0
10,154.7917,2,7.0000,49,1714.8687,0.0137,0.0551,1.4570,1.0,5,1,1,1,2,3,1,0
0,0.0000,0,0.0000,16,650.8333,0.0000,0.0190,13.9900,0.0,5,2,2,7,2,3,0,1
0,0.0000,0,0.0000,26,781.5000,0.0077,0.0308,0.0000,0.2,5,2,2,2,3,3,0,0
1,17.5000,0,0.0000,17,665.9848,0.0000,0.0024,51.6071,0.0,5,2,2,4,2,2,0,1
0,0.0000,2,71.0000,16,244.0000,0.0000,0.0235,0.0000,0.0,5,2,2,1,4,3,0,0
0,0.0000,0,0.0000,24,255.3222,0.0250,0.0389,0.0000,0.6,5,2,2,8,1,3,0,0
0,0.0000,0,0.0000,70,2083.3000,0.0010,0.0053,0.0000,0.0,5,2,2,7,2,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,3,2,3,3,3,0,0
9,183.7083,1,17.0000,80,1143.3711,0.0025,0.0191,12.4510,0.0,5,1,1,3,3,3,1,0
1,33.0000,1,27.0000,18,630.8719,0.0000,0.0003,0.0000,0.0,5,1,1,3,3,2,0,0
0,0.0000,2,62.3333,34,1122.2727,0.0472,0.0710,0.0000,0.8,5,2,2,4,6,3,0,0
3,112.0000,0,0.0000,4,111.6667,0.0000,0.0286,0.0000,0.0,5,3,2,4,5,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,1,3,3,0,0
1,76.0000,0,0.0000,37,821.3333,0.0000,0.0143,0.0000,0.0,5,2,2,4,4,3,0,0
18,255.7167,0,0.0000,184,7706.5464,0.0021,0.0138,6.7384,0.0,5,2,2,9,6,3,0,0
0,0.0000,0,0.0000,5,626.0000,0.0000,0.0400,0.0000,0.0,5,1,1,1,4,3,0,0
3,83.0000,0,0.0000,5,47.0000,0.0000,0.0286,0.0000,0.0,5,2,2,4,1,3,0,0
0,0.0000,0,0.0000,17,857.0000,0.0235,0.0765,0.0000,0.0,5,4,2,4,2,3,0,0
0,0.0000,0,0.0000,3,44.0000,0.0667,0.1000,0.0000,0.0,5,3,2,1,15,3,0,0
1,51.0000,0,0.0000,66,1859.5000,0.0051,0.0097,0.0000,0.4,5,2,2,2,2,3,0,0
12,194.0362,3,61.5000,36,625.3081,0.0116,0.0325,0.0000,0.0,5,3,2,1,1,3,0,0
0,0.0000,0,0.0000,73,1209.7619,0.0028,0.0077,0.0000,0.0,5,2,4,3,1,3,1,0
0,0.0000,0,0.0000,19,801.5833,0.0105,0.0351,0.0000,1.0,5,1,1,1,2,3,1,0
0,0.0000,0,0.0000,27,1115.7500,0.0154,0.0346,0.0000,0.0,5,2,2,1,13,3,0,0
1,57.0000,3,144.0000,15,280.0833,0.0105,0.0211,0.0000,0.0,5,3,2,6,4,3,1,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,6,3,3,0,0
0,0.0000,0,0.0000,9,260.3000,0.0000,0.0056,16.3224,0.0,5,3,2,6,11,3,0,1
2,11.5000,0,0.0000,12,1562.0000,0.0230,0.0429,33.1128,0.8,5,2,2,1,1,3,0,0
1,9.0000,1,82.0000,93,3148.1739,0.0219,0.0395,3.3240,0.4,5,3,2,8,13,3,0,0
0,0.0000,0,0.0000,21,464.5833,0.0000,0.0125,0.0000,0.0,5,2,2,3,2,3,0,0
0,0.0000,0,0.0000,14,310.0000,0.0286,0.0643,0.0000,0.2,5,2,4,1,3,3,0,0
0,0.0000,0,0.0000,12,1287.0000,0.0000,0.0167,0.0000,0.4,5,4,2,2,13,3,0,0
0,0.0000,0,0.0000,15,153.0000,0.0000,0.0400,0.0000,0.6,5,2,10,1,3,3,0,0
0,0.0000,0,0.0000,41,881.1667,0.0098,0.0211,0.0000,0.6,5,2,5,1,3,3,0,0
0,0.0000,0,0.0000,2,247.0000,0.0000,0.1000,0.0000,0.0,5,1,1,1,1,3,0,0
2,15.0000,0,0.0000,26,601.7682,0.0000,0.0074,0.0000,0.8,5,2,4,1,2,2,0,0
8,201.3333,2,5.0000,116,3364.1917,0.0150,0.0249,0.0000,0.4,5,3,2,3,4,3,0,0
0,0.0000,0,0.0000,13,490.0833,0.0000,0.0036,11.9880,1.0,5,1,8,1,11,2,1,1
0,0.0000,0,0.0000,5,87.0000,0.0400,0.0600,0.0000,0.6,5,2,2,3,6,3,0,0
0,0.0000,0,0.0000,6,954.5000,0.0000,0.0667,0.0000,0.4,5,2,2,3,4,3,0,0
3,26.0000,0,0.0000,2,22.0000,0.0000,0.0200,0.0000,0.8,5,2,2,1,4,3,0,0
7,134.7500,0,0.0000,43,3283.7222,0.0093,0.0194,24.9014,0.2,5,1,2,1,4,3,0,0
2,16.0000,0,0.0000,29,1412.5000,0.0071,0.0464,0.0000,0.0,5,2,2,6,13,3,0,0
0,0.0000,0,0.0000,9,113.0000,0.0222,0.0556,0.0000,0.4,5,2,2,1,3,3,0,0
4,116.0000,1,8.0000,59,1828.7746,0.0039,0.0234,26.9379,0.0,5,2,2,7,6,3,0,0
3,42.0000,0,0.0000,24,1381.7333,0.0315,0.0188,0.0000,0.0,5,3,2,4,3,3,0,0
0,0.0000,0,0.0000,9,890.0000,0.0444,0.0667,0.0000,0.4,5,2,2,6,19,3,0,0
0,0.0000,0,0.0000,39,1183.5000,0.0128,0.0333,0.0000,0.0,5,2,2,7,1,3,0,0
2,29.0000,1,113.0000,14,536.0357,0.0000,0.0036,0.0000,0.0,5,2,2,3,2,3,0,0
2,12.0000,0,0.0000,45,547.5000,0.0335,0.0545,13.1841,0.8,5,2,10,3,2,3,0,0
0,0.0000,0,0.0000,88,1917.6833,0.0034,0.0163,0.0000,0.2,5,2,2,3,1,3,0,0
1,0.0000,1,37.4000,23,1146.5000,0.0154,0.0231,72.5208,0.0,5,2,4,1,4,3,1,1
1,43.0000,0,0.0000,36,2362.5000,0.0000,0.0162,0.0000,0.6,5,2,5,1,4,3,0,0
0,0.0000,0,0.0000,10,393.0000,0.0200,0.0600,0.0000,0.0,5,2,2,7,3,3,0,0
3,108.0000,0,0.0000,26,730.5333,0.0115,0.0141,0.0000,0.0,5,1,1,1,11,3,0,0
0,0.0000,0,0.0000,6,1563.0000,0.0000,0.0111,0.0000,0.0,5,2,2,1,4,3,0,0
0,0.0000,1,24.0000,9,717.0000,0.0200,0.0300,0.0000,0.0,5,3,2,5,13,3,0,0
3,57.0000,1,163.0000,36,2928.7778,0.0026,0.0211,0.0000,0.0,5,2,10,2,5,3,1,0
6,110.0000,0,0.0000,21,884.3333,0.0000,0.0162,17.9480,0.0,5,1,2,5,2,3,0,0
12,310.6333,0,0.0000,28,606.4167,0.0276,0.0361,0.0000,0.0,5,3,2,2,1,3,1,0
4,699.0000,0,0.0000,9,261.7000,0.0000,0.0205,0.0000,0.0,5,3,2,3,11,2,0,0
0,0.0000,0,0.0000,16,431.5000,0.0563,0.0921,0.0000,0.2,5,3,2,1,13,3,0,0
0,0.0000,0,0.0000,14,184.8333,0.0000,0.0357,0.0000,0.4,5,2,2,1,2,3,0,0
8,85.5000,0,0.0000,41,1135.8607,0.0000,0.0259,11.8769,1.0,5,2,2,1,2,3,1,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,1,20,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,4,4,3,3,0,0
0,0.0000,0,0.0000,2,69.0000,0.0000,0.0500,0.0000,0.0,5,3,2,3,3,3,0,0
0,0.0000,0,0.0000,24,272.0000,0.0560,0.0907,0.0000,0.8,5,3,2,3,4,3,0,0
2,248.0000,1,0.0000,44,815.4750,0.0000,0.0236,0.0000,0.0,5,2,2,1,3,3,0,0
3,53.0000,2,7.0000,24,678.0000,0.0000,0.0148,20.1356,0.0,5,2,5,3,2,3,0,1
0,0.0000,0,0.0000,3,38.0000,0.0667,0.0667,0.0000,0.8,5,2,2,4,4,3,0,0
9,363.8750,0,0.0000,29,2351.0500,0.0056,0.0158,0.0000,0.0,5,2,4,1,1,3,0,0
0,0.0000,0,0.0000,44,2588.5000,0.0190,0.0412,0.0000,0.8,5,3,2,1,4,3,0,0
0,0.0000,0,0.0000,15,463.3333,0.0357,0.0464,0.0000,0.0,5,2,5,1,1,3,0,0
1,115.0000,0,0.0000,19,1383.1917,0.0100,0.0192,0.0000,0.0,5,1,1,1,3,3,0,0
0,0.0000,0,0.0000,6,106.5000,0.0000,0.0333,0.0000,0.0,5,1,1,1,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,10,5,1,3,0,0
1,11.0000,0,0.0000,7,950.0000,0.0188,0.0208,0.0000,0.0,5,3,2,2,3,3,0,0
0,0.0000,0,0.0000,11,0.0000,0.2000,0.2000,0.0000,0.8,5,3,2,1,3,3,0,0
0,0.0000,0,0.0000,34,877.6667,0.0202,0.0423,5.6941,0.0,5,2,2,1,2,3,0,0
8,274.5000,0,0.0000,129,5883.0405,0.0031,0.0087,0.0000,0.0,5,1,1,6,2,3,0,0
0,0.0000,0,0.0000,61,4501.4337,0.0150,0.0367,0.0000,0.2,5,4,5,3,2,3,0,0
0,0.0000,0,0.0000,68,3357.3405,0.0181,0.0283,0.0000,1.0,5,3,2,6,2,3,1,0
2,178.0000,0,0.0000,36,943.6190,0.0319,0.0482,0.0000,0.2,5,3,2,1,13,3,0,0
6,17.0000,0,0.0000,51,1056.6167,0.0167,0.0365,0.0000,0.8,5,2,2,3,11,3,0,0
5,78.0000,0,0.0000,21,406.8000,0.0000,0.0099,0.0000,0.0,5,2,4,1,3,3,0,0
0,0.0000,0,0.0000,6,48.3333,0.0111,0.0750,0.0000,0.0,5,2,2,3,6,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,6,4,3,1,0
0,0.0000,0,0.0000,4,99.0000,0.0000,0.0500,0.0000,0.4,5,1,1,7,2,3,0,0
0,0.0000,0,0.0000,7,148.1667,0.0000,0.0571,0.0000,0.4,5,1,1,1,20,3,0,0
0,0.0000,0,0.0000,3,96.0000,0.0000,0.0667,0.0000,0.0,5,1,8,6,11,3,1,0
0,0.0000,0,0.0000,71,1799.8333,0.0169,0.0472,0.0000,0.6,5,2,4,8,6,3,0,0
5,188.0000,0,0.0000,25,1189.4583,0.0000,0.0062,36.8992,0.6,5,2,10,1,4,3,0,1
1,20.0000,0,0.0000,0,0.0000,0.0000,0.0667,0.0000,0.0,5,3,2,1,4,3,0,0
0,0.0000,0,0.0000,22,815.8333,0.0000,0.0100,0.0000,0.0,5,2,4,1,1,3,0,0
0,0.0000,0,0.0000,43,703.8333,0.0000,0.0070,0.0000,0.0,5,2,4,1,2,3,0,0
5,75.0000,0,0.0000,31,1066.0000,0.0000,0.0143,0.0000,0.0,5,2,2,1,6,3,0,0
4,38.3056,0,0.0000,52,1630.9722,0.0120,0.0260,0.0000,1.0,5,6,5,3,2,3,1,0
0,0.0000,0,0.0000,12,86.5000,0.0769,0.0872,0.0000,0.8,5,3,2,6,13,3,0,0
5,130.3333,1,68.0000,57,2660.2452,0.0008,0.0040,59.1245,0.0,5,1,1,6,4,3,0,0
1,28.0000,0,0.0000,14,924.0000,0.0143,0.0286,0.0000,0.0,5,1,1,3,4,3,1,0
1,273.0000,2,178.0000,5,121.5000,0.0000,0.0083,0.0000,0.8,5,2,2,3,2,2,0,0
0,0.0000,0,0.0000,4,117.0000,0.1500,0.1750,0.0000,0.6,5,3,2,3,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,4,3,2,3,0,0
6,89.0000,1,0.0000,29,1183.2333,0.0138,0.0255,0.0000,0.2,5,3,2,1,2,3,0,0
0,0.0000,0,0.0000,4,129.0000,0.0000,0.0125,0.0000,0.0,5,1,1,4,3,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,5,13,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,3,2,3,13,3,0,0
5,131.9956,0,0.0000,35,1712.8333,0.0000,0.0003,0.0000,0.4,5,2,2,3,3,2,0,0
4,147.6667,2,96.3333,46,1041.3163,0.0006,0.0135,2.6908,0.0,5,2,2,6,4,3,1,0
1,18.5000,0,0.0000,32,814.6071,0.0000,0.0240,3.1110,0.6,5,2,2,1,4,3,0,1
2,78.0000,0,0.0000,15,269.7500,0.0000,0.0133,22.7380,0.0,5,3,2,4,2,2,0,1
0,0.0000,0,0.0000,19,725.9000,0.0000,0.0053,0.0000,0.0,5,1,2,1,4,3,0,0
3,26.0000,0,0.0000,85,768.5000,0.0000,0.0058,0.0000,0.0,5,2,5,4,4,3,0,0
9,249.5000,0,0.0000,66,2506.3333,0.0153,0.0414,13.9971,0.0,5,2,2,6,6,3,0,1
7,356.0000,1,37.0000,61,683.1738,0.0000,0.0063,0.0000,0.0,5,2,2,1,3,2,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,1.0,5,3,2,7,6,3,1,0
2,25.0000,0,0.0000,36,1445.6000,0.0057,0.0362,0.0000,1.0,5,3,3,3,2,3,1,0
6,169.5667,0,0.0000,21,1853.5357,0.0000,0.0217,0.0000,0.0,5,3,2,4,4,3,1,0
6,46.2727,0,0.0000,113,2216.6683,0.0054,0.0143,8.3535,0.2,5,2,2,1,1,3,0,0
4,74.3333,3,10.0000,2,73.0000,0.0000,0.0444,0.0000,0.0,5,3,2,1,6,2,0,0
17,2629.2540,24,2050.4333,705,43171.2334,0.0049,0.0154,0.7638,0.0,5,2,2,1,14,3,1,0
3,92.0000,0,0.0000,134,6897.9424,0.0030,0.0088,0.0000,0.0,5,2,2,2,1,3,0,0
0,0.0000,0,0.0000,57,1718.5000,0.0398,0.0547,0.0000,0.8,5,1,1,2,3,3,0,0
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.0,5,3,2,3,4,3,1,0
0,0.0000,0,0.0000,4,352.0000,0.1000,0.1500,0.0000,0.8,5,2,2,1,13,3,0,0
0,0.0000,0,0.0000,2,404.0000,0.0000,0.1000,0.0000,0.0,5,2,2,6,13,3,0,0
2,79.5000,2,241.0000,4,43.5000,0.0500,0.0625,0.0000,0.6,5,1,1,8,2,3,0,0
2,70.6667,1,101.0000,56,1086.0742,0.0105,0.0224,14.8405,0.0,5,2,2,3,2,3,0,0
0,0.0000,0,0.0000,8,254.0000,0.0000,0.0375,0.0000,0.4,5,2,2,4,13,3,0,0
9,150.0000,0,0.0000,128,1799.1442,0.0092,0.0202,0.0000,0.8,5,3,2,3,13,3,0,0
2,46.5000,1,377.0000,6,117.5000,0.0455,0.0606,0.0000,0.4,5,1,1,3,1,3,0,0
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.2,5,1,1,1,3,3,0,0
0,0.0000,0,0.0000,4,26.0000,0.0500,0.1000,0.0000,0.4,5,2,2,1,13,3,0,0
0,0.0000,0,0.0000,2,19.0000,0.0000,0.0500,0.0000,0.4,5,2,2,8,2,3,0,0
1,44.0000,0,0.0000,56,2075.9833,0.0000,0.0145,13.8185,0.0,5,2,5,2,3,3,0,1
0,0.0000,0,0.0000,7,1859.5000,0.0000,0.0571,0.0000,0.0,5,2,2,1,6,3,0,0
0,0.0000,0,0.0000,27,187.0000,0.0000,0.0222,0.0000,0.0,5,4,2,7,4,3,0,0
0,0.0000,0,0.0000,29,830.9333,0.0356,0.0883,0.0000,0.6,5,3,2,6,13,3,0,0
0,0.0000,0,0.0000,4,21.0000,0.1000,0.1500,0.0000,0.6,5,2,2,1,3,3,0,0
0,0.0000,0,0.0000,12,582.5000,0.0000,0.0067,0.0000,0.0,5,2,4,4,2,2,1,0
3,45.0000,0,0.0000,42,1288.0667,0.0000,0.0073,0.0000,0.0,5,2,5,1,4,3,0,0
2,32.0000,0,0.0000,16,230.1000,0.0000,0.0125,0.0000,0.0,5,2,2,2,1,3,1,0
7,176.5000,0,0.0000,34,1384.9722,0.0053,0.0220,26.4508,0.0,5,1,1,2,4,3,0,1
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.4,5,2,2,1,1,3,0,0
0,0.0000,0,0.0000,19,809.1667,0.0316,0.0516,0.0000,0.6,5,2,2,4,3,3,0,0
0,0.0000,0,0.0000,9,145.0000,0.0667,0.1222,0.0000,0.8,5,3,2,1,13,3,0,0
7,286.8333,7,373.5000,15,176.5000,0.0480,0.0520,0.0000,0.0,5,3,2,3,4,3,0,0
0,0.0000,0,0.0000,7,355.6667,0.0000,0.0381,0.0000,1.0,5,1,1,2,2,3,1,0
0,0.0000,0,0.0000,122,1945.3214,0.0180,0.0333,0.0000,1.0,5,2,6,1,6,3,1,0
0,0.0000,0,0.0000,27,589.5738,0.0074,0.0056,0.0000,0.0,5,3,2,3,4,3,1,0
9,65.5000,0,0.0000,72,1243.8088,0.0007,0.0073,0.0000,0.0,5,2,2,4,2,3,0,0
2,101.5000,0,0.0000,26,572.8810,0.0000,0.0077,0.0000,0.0,5,2,4,3,2,2,1,0
0,0.0000,2,33.0000,21,1277.8333,0.0087,0.0370,0.0000,0.0,5,2,2,7,6,3,1,0
9,134.7667,0,0.0000,17,347.5476,0.0242,0.0421,0.0000,0.0,5,3,2,4,4,3,0,0
3,159.0000,2,55.5000,23,1100.1250,0.0000,0.0111,0.0000,0.4,5,3,2,4,14,3,0,0
4,92.0000,0,0.0000,19,473.0000,0.0000,0.0045,0.0000,0.0,5,3,2,3,1,3,0,0
7,187.1667,2,72.0000,22,680.0000,0.0000,0.0062,22.4582,0.0,5,3,2,3,2,2,0,1
1,30.5000,1,31.0000,24,533.5000,0.0000,0.0407,0.0000,0.0,5,4,1,1,3,3,0,0
5,46.0000,0,0.0000,35,539.0000,0.0056,0.0111,39.1500,0.0,5,2,2,3,6,3,1,1
0,0.0000,0,0.0000,14,340.0000,0.0000,0.0154,23.3880,0.0,5,2,2,3,1,3,1,1
1,10.5000,0,0.0000,49,1747.1250,0.0277,0.0480,0.0000,0.2,5,2,4,1,4,3,0,0
1,5.0000,3,40.0000,79,1594.9722,0.0000,0.0157,0.0000,0.0,5,2,2,3,2,3,1,0
9,505.5000,0,0.0000,19,1227.0000,0.0000,0.0174,0.0000,0.0,5,3,2,1,4,3,0,0
3,138.0000,2,1005.0000,62,2450.4358,0.0031,0.0128,0.0000,0.0,5,2,2,4,4,3,1,0
1,11.5000,0,0.0000,22,683.0525,0.0200,0.0513,0.0000,0.6,5,3,3,5,3,3,0,0
2,223.0000,0,0.0000,8,392.4000,0.0000,0.0400,0.0000,0.0,5,1,1,3,1,3,0,0
0,0.0000,0,0.0000,1,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,1,13,3,0,0
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.0,5,2,2,2,3,3,0,0
1,94.0000,0,0.0000,10,332.7500,0.0000,0.0200,0.0000,0.0,5,2,2,3,6,3,0,0
0,0.0000,0,0.0000,4,68.0000,0.0000,0.0500,0.0000,0.0,5,2,2,1,6,3,0,0
0,0.0000,0,0.0000,20,379.4167,0.0029,0.0295,0.0000,1.0,5,3,2,1,2,3,1,0
6,703.5000,3,23.0000,26,2259.5500,0.0020,0.0157,14.3880,0.0,5,1,1,1,3,3,0,0
0,0.0000,0,0.0000,9,193.6667,0.0074,0.0476,0.0000,1.0,5,1,8,7,4,3,1,0
2,37.0000,0,0.0000,36,862.5738,0.0029,0.0127,10.8721,0.0,5,2,4,6,2,3,0,1
0,0.0000,0,0.0000,47,1580.8333,0.0000,0.0043,3.6636,0.8,5,2,5,3,2,3,0,1
5,325.3333,4,94.0000,39,1603.5000,0.0050,0.0116,0.0000,0.0,5,1,1,1,3,3,0,0
8,190.2500,1,23.0000,19,1323.2500,0.0077,0.0218,21.3180,0.0,5,6,2,4,2,3,1,1
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.0,5,3,2,9,13,3,0,0
0,0.0000,0,0.0000,4,46.0000,0.0000,0.0500,0.0000,0.0,5,1,1,7,2,3,0,0
0,0.0000,0,0.0000,12,580.5000,0.0200,0.0467,11.1930,0.0,5,1,1,1,3,3,0,0
0,0.0000,0,0.0000,3,63.0000,0.0000,0.0667,0.0000,0.8,5,1,1,9,1,3,0,0
0,0.0000,2,172.0000,32,1227.0472,0.0059,0.0158,6.3809,0.0,5,2,2,1,6,3,0,0
4,104.0000,0,0.0000,33,777.3667,0.0065,0.0129,0.0000,0.0,5,3,2,3,6,3,0,0
3,137.0000,4,219.0000,22,924.0000,0.0071,0.0286,29.9028,0.2,5,2,2,9,2,2,0,1
3,101.0000,0,0.0000,17,300.6667,0.0000,0.0125,0.0000,0.0,5,1,8,1,2,2,0,0
15,189.2143,8,261.0000,97,1871.7880,0.0023,0.0103,2.9042,0.0,5,2,2,4,2,3,0,0
4,86.6000,0,0.0000,12,193.7500,0.0089,0.0167,0.0000,0.0,5,1,2,3,5,3,0,0
1,53.0000,0,0.0000,19,1007.9000,0.0000,0.0056,0.0000,0.0,5,1,1,3,4,2,0,0
0,0.0000,1,41.0000,45,1754.0000,0.0000,0.0145,7.8805,0.0,5,3,2,3,6,3,1,0
0,0.0000,1,28.0000,12,276.0000,0.0000,0.0083,0.0000,0.0,5,4,5,9,2,2,0,0
4,183.0000,3,48.0000,34,2141.4000,0.0054,0.0216,0.0000,0.0,5,2,2,1,4,3,1,0
0,0.0000,1,0.0000,35,1742.8833,0.0114,0.0411,0.0000,0.0,5,2,2,1,4,3,0,0
0,0.0000,0,0.0000,11,216.0000,0.0182,0.0364,0.0000,0.0,5,2,5,1,1,3,0,0
3,238.4000,0,0.0000,8,132.2333,0.0000,0.0074,0.0000,0.0,5,3,2,1,18,3,0,0
2,114.0000,0,0.0000,11,427.0000,0.0143,0.0429,39.4200,0.0,5,2,2,1,2,3,0,0
0,0.0000,0,0.0000,7,277.0000,0.0000,0.0429,0.0000,0.2,5,2,2,3,4,3,0,0
0,0.0000,0,0.0000,8,85.5000,0.0750,0.1000,0.0000,0.0,5,2,2,1,1,3,0,0
0,0.0000,0,0.0000,8,89.5000,0.1500,0.1583,0.0000,0.8,5,3,2,1,3,3,0,0
0,0.0000,0,0.0000,8,359.0000,0.0000,0.0750,0.0000,0.4,5,1,1,3,3,3,0,0
0,0.0000,0,0.0000,16,1061.0000,0.0000,0.0250,0.0000,0.6,5,2,4,1,3,3,0,0
0,0.0000,0,0.0000,5,274.0000,0.0400,0.0800,0.0000,0.0,5,3,3,1,3,3,0,0
0,0.0000,0,0.0000,37,987.5000,0.0056,0.0111,40.8711,0.0,5,2,10,3,4,3,0,1
0,0.0000,0,0.0000,2,0.0000,0.2000,0.2000,0.0000,0.0,5,1,1,1,3,3,0,0
5,52.5000,0,0.0000,7,415.5000,0.0000,0.0167,0.0000,0.0,5,2,2,1,4,2,0,0
0,0.0000,1,0.0000,10,326.6667,0.0000,0.0455,0.0000,0.0,5,1,1,4,1,3,1,0
10,200.5833,1,86.0000,65,1476.5000,0.0401,0.0597,1.6803,0.8,5,2,6,5,1,3,0,0
1,39.0000,0,0.0000,18,314.8333,0.0000,0.0059,0.0000,0.0,5,2,2,7,4,3,1,0
6,312.0000,1,11.0000,92,2710.5702,0.0168,0.0264,0.0000,0.6,5,2,2,4,3,3,0,0
0,0.0000,0,0.0000,6,64.3333,0.0000,0.0067,0.0000,0.8,5,2,2,1,1,3,0,0
2,261.0000,0,0.0000,6,486.0000,0.0000,0.0286,0.0000,0.6,5,1,2,3,2,3,0,0
2,30.5000,2,18.0000,15,1518.0976,0.0000,0.0318,31.7576,0.0,5,2,2,8,2,3,0,1
1,10.0000,2,34.0000,22,367.3762,0.0000,0.0110,0.0000,0.0,5,1,1,4,6,3,1,0
3,14.0000,0,0.0000,30,513.9405,0.0000,0.0100,62.8660,0.0,5,2,2,4,13,3,0,0
